"NAME,C,254","TYPE,C,254","LENGTH___F,N,19,6","WIDTH___FE,N,19,6","HEIGHT___F,N,19,6","FLOOR_SPAC,N,11,0","YEAR_BUILT,N,11,0","ROOF,C,254","ROOF_REPLA,N,11,0","ACCESSIBLE,C,254","AMENITIES,C,100","COMMENTS,C,254","MAX_PDOP,N,19,6","MAX_HDOP,N,19,6","CORR_TYPE,C,254","RCVR_TYPE,C,254","GPS_DATE,C,254","GPS_TIME,C,254","UPDATE_STA,C,254","FEAT_NAME,C,254","DATAFILE,C,254","UNFILT_POS,N,11,0","FILT_POS,N,11,0","DATA_DICTI,C,254","GPS_WEEK,N,11,0","GPS_SECOND,N,19,6","GPS_HEIGHT,N,19,6","VERT_PREC,N,19,6","HORZ_PREC,N,19,6","STD_DEV,N,19,6","LATITUDE,C,254","LONGITUDE,C,254","SOURCE,C,100","FMSS_ID,N,16,0","STATUS,C,100","X_COORD,N,19,5","Y_COORD,N,19,5","Join_Id,C,50","TRAIL_CLUB,C,100","Town,C,50","County,C,50","State,C,25","Elev_feet,N,10,3","Publish,C,4","Version,C,20"
Manassass Gap,Log,20.000000,12.000000,8.000000,108,0,Corregated_steel,0,Unknown,Unknown,not sure of year built,3.700000,2.000000,Differential,GPS Pathfinder Pocket,6/30/2008,11:10:48am,New,Shelter3,R063009A_edited.cor,33,33,ATversion12c,1486,141061.000000,501.885000,5.200000,4.100000,19.698858,38.930606640,-78.032993961,2008 Trail Assessment; adjusted based on aerial imagery,95266,Official A.T. Shelter,-78.03299,38.93061,SH308,Potomac Appalachian Trail Club,,FAUQUIER,Virginia,0.000,Yes,01/12/2015
Bake Oven Knob,Log,12.000000,10.000000,6.500000,71,1937,Asphalt_shingle,0,No,Water Source,,4.000000,1.900000,Differential,Unknown,7/8/2008,02:17:28pm,New,Shelter3,R070812A_edited.cor,30,30,ATversion12c,1487,238661.000000,419.913000,0.700000,0.400000,0.963209,40.754111314,-75.727428673,2008 Trail Assessment,95202,Official A.T. Shelter,-75.72743,40.75411,SH309,Blue Mountain Eagle Climbing Club,HEIDELBERG TWP,LEHIGH,Pennsylvania,1376.699,Yes,01/12/2015
Eagles Nest,Log,18.000000,20.000000,14.000000,112,0,Asphalt_shingle,2009,No,Water Source and Toilet,,6.300000,2.500000,Differential,Unknown,7/10/2008,10:36:35am,New,Shelter3,R071008A_edited.cor,30,30,ATversion12c,1487,398208.000000,470.889000,1.100000,0.800000,1.569404,40.549352118,-76.152755252,2008 Trail Assessment; adjusted slightly based on aerial imagery,95226,Official A.T. Shelter,-76.15276,40.54935,SH310,Blue Mountain Eagle Climbing Club,SOUTH MANHEIM TWP,SCHUYLKILL,Pennsylvania,1532.737,Yes,01/12/2015
Hightop Hut,Log/Lumber,15.800000,7.800000,9.100000,128,0,Corregated_steel,0,Unknown,Water Source and Toilet,,5.500000,4.300000,Differential,Unknown,7/10/2008,01:42:11pm,New,Shelter3,R071009A_edited.cor,31,31,ATversion12c,1487,409344.000000,972.174000,1.000000,1.000000,22.234677,38.333139494,-78.558587189,2008 Trail Assessment,95230,Official A.T. Shelter,-78.55859,38.33314,SH311,Potomac Appalachian Trail Club,,ROCKINGHAM,Virginia,0.000,Yes,01/12/2015
Blackrock Hut,Stone/Log,18.800000,11.100000,10.800000,128,0,Corregated_steel,0,Unknown,Water Source and Toilet,3 bunks,5.500000,1.900000,Differential,Unknown,7/17/2008,04:19:36pm,New,Shelter3,R071710A_edited.cor,33,33,ATversion12c,1488,418790.000000,803.615000,1.000000,0.400000,0.765035,38.214194080,-78.743189361,2008 Trail Assessment; adjusted based on aerial imagery,95377,Official A.T. Shelter,-78.74319,38.21419,SH312,Potomac Appalachian Trail Club,,ALBEMARLE,Virginia,2598.638,Yes,01/12/2015
Calf Mountain,Log,17.000000,10.300000,12.000000,112,0,Corregated_steel,0,Unknown,Water Source and Toilet,"Eagle Scout to fix signs, tent pads, paint roof (2008)",4.900000,2.000000,Differential,Unknown,8/21/2008,01:40:08pm,New,Shelter3,R082111A_edited.cor,32,32,ATversion12c,1493,409222.000000,816.970000,1.100000,0.700000,3.519226,38.085518694,-78.785833702,2008 Trail Assessment; adjusted based on aerial imagery,95239,Official A.T. Shelter,-78.78583,38.08552,SH313,Potomac Appalachian Trail Club,,AUGUSTA,Virginia,2657.854,Yes,01/12/2015
Fingerboard,Stone,15.000000,24.000000,7.500000,119,1928,Asphalt_shingle,0,No,Water Source and Toilet,,2.900000,1.900000,Differential,Unknown,10/3/2008,12:45:29pm,New,Shelter3,R100312A_edited.cor,31,31,ATversion12c,1499,492342.000000,402.187000,0.600000,0.400000,0.417118,41.263273451,-74.104465555,2008 Trail Assessment,95357,Official A.T. Shelter,-74.10447,41.26327,SH314,New York-New Jersey Trail Conference,"TUXEDO, TOWN OF",ORANGE,New York,1306.268,Yes,01/12/2015
Rocky Run,Log,14.000000,16.000000,12.000000,300,2008,Corregated_steel,0,No,Unknown,,6.900000,2.600000,Postprocessed Code,GeoXT,8/21/2010,10:19:02am,New,Shelter,R082108A_edited.cor,24,24,ATversion12d,1597,569957.000000,297.199000,3.700000,2.300000,4.584386,39.462143538,-77.631068008,2010 Trail Assessment,95189,Official A.T. Shelter,-77.63078,39.46224,SH315,Potomac Appalachian Trail Club,,WASHINGTON,Maryland,0.000,Yes,01/12/2015
Hurricane Mountain,Log,16.700001,10.600000,12.000000,156,2004,Other,2004,Unknown,Unknown,8x16 roof extension over dirt for table,8.400000,5.500000,Postprocessed Code,GeoXT 2008,8/20/2012,12:58:44pm,New,Shelter,R082010A.cor,31,31,ATversion12d,1702,147539.000000,1151.188000,1.500000,1.300000,1.437503,36.715474597,-81.509665730,2012 Trail Assessment,95416,Official A.T. Shelter,-81.50967,36.71547,SH316,Mount Rogers Appalachian Trail Club,,SMYTH,Virginia,0.000,Yes,01/12/2015
Lindamood Schoolhouse,Stick_w/Lumber_sidng,25.000000,20.000000,20.000000,500,1894,Cedar_shingle,0,No,,Complete w/ desks and wood stove,4.600000,2.200000,Postprocessed Code,GeoXT 2008,11/19/2012,12:30:03pm,New,Shelter,R111909A.cor,30,30,ATversion12d,1715,145818.000000,759.428000,1.700000,1.300000,1.431514,36.870412033,-81.358040507,2012 Trail Assessment; adjusted based on aerial imagery,0,?,-81.35804,36.87041,SH317,Piedmont Appalachian Trail Hikers,,SMYTH,Virginia,0.000,?,01/12/2015
Little Rock Pond,Timber_Frame,15.000000,12.000000,12.000000,120,2010,Corregated_steel,0,Unknown,Unknown,,8.100000,4.600000,Postprocessed Code,GPS Pathfinder Pocket,10/22/2012,01:53:58pm,New,Shelter,R102212A_edited.cor,31,31,AT Version 12d,1711,150853.000000,535.084000,2.500000,2.600000,9.986945,43.398836519,-72.955171453,2012 Trail Assessment,0,Official A.T. Shelter,-72.95517,43.39884,SH318,Green Mountain Club,"WALLINGFORD, TOWN OF",RUTLAND,Vermont,0.000,Yes,01/12/2015
Long Branch,Stick_w/Lumber_sidng,0.000000,0.000000,0.000000,0,0,Corregated_steel,12,Yes,Unknown,Built 2012,2.400000,2.100000,Postprocessed Code,GeoXT 6000,10/30/2013,12:52:02pm,New,Shelter,R103009A_edited.cor,111,111,ATversion12d,1764,319937.000000,1326.064000,4.400000,2.900000,2.738171,35.070010496,-83.498086635,2013 Trail Assessment,0,Official A.T. Shelter,-83.49809,35.07001,SH319,Nantahala Hiking Club,,MACON,North Carolina,0.000,Yes,01/12/2015
